class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class label
rock,0.763,1.9761904,0.817,2.7619047,1.009,3.5873015,0.689,1.5238096,0.699,4.0238094,0.734,4.126984,0.731,2.5396826,1.046,1.2063493,0.543,2.8650794,0.836,0.0952381,1.264,3.9761906,1.138,3.2777777,1.252,2.8333333,0,0,2
rock,0.546,2.0317461,0.778,1.6587301,1.1,2.4920635,0.544,0.8333333,0.679,4.15873,0.719,4,0.614,1.8412699,0.817,0.7619048,0.39,1.2301587,0.596,0.015873017,1.11,4.0079365,0.996,4.7380953,1.109,4.0238094,0,0,2
rock,0.728,2.1587303,0.843,2.2222223,1.101,3.0317461,0.644,1.1428572,0.701,3.9285715,0.71,4.071429,0.689,2.3095238,0.919,1.2619047,0.459,1.9444444,0.722,0.04761905,1.147,4.2460318,1.009,4.6904764,1.189,3.5952382,0,0,2
rock,0.689,2.2698412,0.809,2.0714285,1.067,2.8809524,0.586,0.95238096,0.692,3.984127,0.702,4.0793653,0.698,2.2301588,0.812,1.1111112,0.426,1.5238096,0.631,0.18253969,1.086,3.2698412,1.005,4.571429,1.183,3.6111112,0,0,2
rock,0.655,2.2539682,0.776,1.9603175,1.041,2.7619047,0.589,0.96825397,0.7,4.1031747,0.714,4.0079365,0.64,2.3015873,0.801,1.0793651,0.406,1.5396825,0.605,0.103174604,1.067,4.0555553,0.986,4.714286,1.157,3.7301588,0,0,2
rock,0.682,2.420635,0.877,2.3809524,1.101,3.2222223,0.681,1.2222222,0.686,4,0.748,3.9126985,0.651,2.8412697,0.934,0.9444444,0.488,2.2857144,0.771,0.023809524,1.142,4.1507936,1.012,4.7619047,1.251,3.5238094,0,0,2
rock,0.65,2.1507936,0.871,2.015873,1.155,2.9047618,0.584,0.96825397,0.676,4.357143,0.74,3.9047618,0.687,2.4603174,0.8,0.9126984,0.475,1.5238096,0.667,0.055555556,1.047,3.3650794,0.984,4.714286,1.18,3.7539682,0,0,2
rock,0.771,1.9920635,0.818,3.0079365,0.986,3.8095238,0.712,1.7619047,0.699,3.9920635,0.725,4.0793653,0.753,2.8174603,1.123,1.3015873,0.556,2.984127,0.871,0.14285715,1.29,3.9682539,1.179,2.7063491,1.278,2.515873,0,0,2
rock,0.721,2.2460318,0.881,2.452381,1.071,3.3730159,0.71,1.3253968,0.691,3.8174603,0.772,3.7857144,0.68,3.1666667,0.964,1.1190476,0.524,2.4920635,0.817,0.007936508,1.146,4.2777777,1.033,4.1825395,1.242,3.3888888,0,0,2
rock,0.754,2.0555556,0.906,2.6269841,1.099,3.4603174,0.746,1.4761904,0.696,4.174603,0.716,3.920635,0.728,2.9444444,0.996,1.1031746,0.528,2.6666667,0.833,0.071428575,1.175,3.8253968,1.035,4.6666665,1.291,3.1666667,0,0,2
rock,0.754,2.079365,0.88,2.2380953,1.123,2.9603174,0.69,1.2222222,0.676,4.1825395,0.694,4.111111,0.656,2.3333333,0.951,1.0793651,0.49,2.0079365,0.772,0.071428575,1.231,4.1904764,1.035,4.2539682,1.212,3.6587303,0,0,2
rock,0.7,2.3888888,0.838,2.8174603,1.023,3.7142856,0.699,1.4841269,0.691,3.9126985,0.738,4.015873,0.715,3.1746032,1.027,1.1666666,0.548,2.9126985,0.835,0.07936508,1.206,4.1190476,1.108,3.7460318,1.273,2.9047618,0,0,2
rock,0.754,2.0555556,0.854,2.3650794,1.069,3.2142856,0.719,1.4126984,0.697,4.1507936,0.741,4.0079365,0.71,2.7619047,0.983,1.1111112,0.484,2.1825397,0.779,0.071428575,1.18,3.7222223,1.041,4.2619047,1.225,3.3095238,0,0,2
rock,0.695,2.2063491,0.802,2.2142856,1.092,3.0396826,0.628,1.1111112,0.685,4.1666665,0.725,4.095238,0.657,2.1825397,0.885,0.99206346,0.46,1.8888888,0.673,0.023809524,1.154,4.0396824,1.009,4.6507936,1.164,3.563492,0,0,2
rock,0.638,2.452381,0.852,1.8333334,1.13,2.7460318,0.615,0.95238096,0.679,4.126984,0.74,3.9682539,0.619,2.1746032,0.856,0.82539684,0.443,1.4285715,0.682,0.055555556,1.118,4.031746,0.998,4.7619047,1.174,3.857143,0,0,2
rock,0.727,2.1904762,0.79,2.5317461,1.027,3.3650794,0.626,1.3571428,0.696,4.1507936,0.716,4,0.716,2.3888888,0.938,1.0396825,0.485,2.3015873,0.719,0.06349207,1.155,3.6746032,1.072,4.0396824,1.195,3.2222223,0,0,2
rock,0.512,2.1031747,0.757,1.531746,1.073,2.3888888,0.478,0.6269841,0.66,4.3809524,0.7,4.0555553,0.642,2.2063491,0.706,0.7380952,0.344,1.0793651,0.487,0.06349207,1.01,3.3412697,0.988,4.7539682,1.098,4.0238094,0,0,2
rock,0.583,2.1904762,0.799,1.6825397,1.096,2.5555556,0.534,0.8095238,0.681,4.0238094,0.714,3.920635,0.639,1.9523809,0.771,0.9206349,0.382,1.1031746,0.535,0.103174604,1.058,3.6666667,0.992,4.7619047,1.133,3.9126985,0,0,2
rock,0.345,1.9761904,0.62,1.1984127,0.93,2.0952382,0.414,0.41269842,0.681,4.1666665,0.689,3.9285715,0.549,1.8174603,0.647,0.6904762,0.254,0.52380955,0.378,0.023809524,0.969,3.7460318,0.982,4.7619047,1.05,4.325397,0,0,2
rock,0.749,2.0317461,0.742,2.579365,0.958,3.3333333,0.654,1.4444444,0.696,4.0079365,0.739,4.1190476,0.703,2.1507936,0.993,1.0476191,0.46,2.3253968,0.731,0.0952381,1.228,3.4920635,1.151,2.8333333,1.205,2.8095238,0,0,2
rock,0.602,2.1746032,0.745,1.7301587,1.03,2.6269841,0.559,0.86507934,0.673,4.2063494,0.751,3.920635,0.607,2,0.798,0.88095236,0.359,1.3888888,0.612,0.071428575,1.059,4,1.008,4.4206347,1.145,3.8333333,0,0,2
rock,0.551,2.357143,0.791,1.6349206,1.076,2.5396826,0.549,0.8095238,0.683,4.269841,0.704,4.031746,0.59,1.9761904,0.756,0.71428573,0.343,1.1746032,0.52,0,1.051,3.920635,0.987,4.7619047,1.131,4.111111,0,0,2
rock,0.57,2.2619047,0.786,1.7380953,1.09,2.6825397,0.527,0.78571427,0.697,3.857143,0.667,4.2539682,0.643,2.1587303,0.77,0.84126985,0.379,1.3492063,0.589,0.023809524,1.026,3.6587303,0.993,4.6666665,1.13,3.9047618,0,0,2
rock,0.699,2.2301588,0.769,2.2142856,1.021,3.0079365,0.591,1.1031746,0.692,4.015873,0.721,3.984127,0.656,2.2777777,0.847,0.8730159,0.443,1.9365079,0.654,0.04761905,1.096,3.8650794,1.03,4.5555553,1.151,3.5952382,0,0,2
rock,0.734,2.1111112,0.791,2.9047618,0.987,3.6746032,0.702,1.4841269,0.69,4.1349206,0.734,4.031746,0.707,3.2460318,1.072,1.2063493,0.529,3.2301588,0.79,0.06349207,1.263,4.285714,1.125,3.4285715,1.245,2.8015873,0,0,2
rock,0.461,1.9523809,0.751,1.3888888,1.107,2.2142856,0.459,0.6031746,0.679,4.2380953,0.706,4.0555553,0.632,2.2142856,0.724,0.76984125,0.37,1.0714285,0.53,0.04761905,1.029,3.5555556,0.993,4.611111,1.098,4.174603,0,0,2
rock,0.789,1.8412699,0.775,3.0396826,0.905,4.0079365,0.72,1.8412699,0.709,3.9682539,0.769,3.7698412,0.738,3.1904762,1.198,1.3333334,0.497,3.5079365,0.873,0.0952381,1.31,3.7539682,1.283,1.3492063,1.351,1.6349206,0,0,2
rock,0.421,2.0714285,0.723,1.2857143,1.041,2.2063491,0.472,0.56349206,0.676,4.15873,0.689,4.111111,0.576,1.8095238,0.677,0.6825397,0.303,0.73015875,0.468,0.023809524,0.983,3.6746032,0.979,4.7539682,1.084,4.2539682,0,0,2
rock,0.516,2.1111112,0.806,1.7222222,1.123,2.7380953,0.534,0.7380952,0.679,4.1031747,0.719,3.9047618,0.608,2.1111112,0.775,0.5873016,0.402,1.1269841,0.586,0,1.053,3.7619047,0.983,4.7619047,1.131,4.031746,0,0,2
rock,0.456,1.9920635,0.751,1.3571428,1.095,2.2619047,0.471,0.6111111,0.696,3.984127,0.703,4.142857,0.605,1.8888888,0.732,0.84126985,0.335,0.88095236,0.569,0.031746034,1.018,3.8095238,0.988,4.6904764,1.077,4.1904764,0,0,2
rock,0.757,2.015873,0.783,3.079365,0.961,3.8174603,0.71,1.7222222,0.703,3.9444444,0.731,4.047619,0.719,3.2936509,1.13,1.2063493,0.545,3.3492064,0.848,0.015873017,1.295,4.4126983,1.2,2.4682539,1.306,2.2857144,0,0,2
rock,0.534,2.2063491,0.728,1.6984127,0.985,2.6269841,0.466,0.7063492,0.694,4.015873,0.709,3.984127,0.604,1.9206349,0.717,0.76984125,0.369,1.1825397,0.516,0.007936508,1.027,3.9126985,1.01,4.3333335,1.095,4.031746,0,0,2
rock,0.591,2.1111112,0.789,1.7063493,1.078,2.5555556,0.574,0.84126985,0.676,4.1031747,0.663,4.3650794,0.599,2.1190476,0.808,0.6825397,0.385,1.3412699,0.603,0.031746034,1.106,3.8412697,0.992,4.642857,1.13,4.031746,0,0,2
rock,0.771,2.0714285,0.768,3.2777777,0.934,3.9444444,0.706,1.9285715,0.695,4.0238094,0.769,3.8730159,0.755,3.357143,1.18,1.3888888,0.551,3.6904762,0.895,0.11904762,1.34,4.2222223,1.217,2.3492064,1.324,2.1984127,0,0,2
reggae,0.738,2.2142856,0.917,2.563492,1.131,3.3095238,0.695,1.4603175,0.686,4.0079365,0.705,4.2539682,0.81,3.515873,0.962,1.0555556,0.59,3.063492,0.819,0.06349207,1.102,3.4047618,1.027,4.595238,1.263,3.3968253,0,0,2
reggae,0.511,2.2063491,0.735,1.5476191,1.031,2.4126985,0.506,0.74603176,0.699,4.301587,0.707,3.9761906,0.584,1.6666666,0.758,0.7936508,0.349,0.96031743,0.531,0.03968254,1.1,3.9761906,0.995,4.7619047,1.101,4.1904764,0,0,2
reggae,0.773,1.9444444,0.86,2.5873015,1.117,3.2619047,0.66,1.468254,0.696,3.9682539,0.728,4.1031747,0.823,3.452381,0.992,1.1666666,0.562,3.047619,0.8,0.11904762,1.098,3.7222223,1.072,4.1507936,1.237,3.079365,0,0,2
reggae,0.549,2.3650794,0.78,1.6349206,1.06,2.547619,0.537,0.8095238,0.689,4.1190476,0.677,4.2460318,0.584,1.9603175,0.759,0.71428573,0.345,1.1507937,0.509,0,1.08,3.9126985,0.987,4.7619047,1.13,4.1349206,0,0,2
reggae,0.565,2.1269841,0.785,1.6746032,1.049,2.563492,0.502,0.8015873,0.71,3.8809524,0.689,4.1666665,0.636,1.8333334,0.745,1.0079365,0.383,1.0396825,0.565,0.071428575,1.067,3.7857144,0.988,4.7619047,1.122,3.9047618,0,0,2
reggae,0.56,2.1746032,0.722,1.8412699,0.964,2.7777777,0.537,0.7380952,0.671,4.0793653,0.719,3.9603174,0.597,1.8412699,0.754,0.7936508,0.369,1.3253968,0.531,0.031746034,1.068,3.9920635,0.994,4.642857,1.119,3.8968253,0,0,2
reggae,0.557,2.2222223,0.77,1.6746032,1.065,2.6111112,0.485,0.7222222,0.687,4.0634923,0.711,4.1190476,0.644,2.4126985,0.752,0.9047619,0.365,1.1666666,0.557,0.04761905,1.01,3.7619047,1.003,4.484127,1.117,3.9285715,0,0,2
reggae,0.746,2.1269841,0.886,2.484127,1.124,3.2460318,0.66,1.4523809,0.705,4.1031747,0.737,3.8095238,0.816,3.484127,0.944,1.1428572,0.577,3.2619047,0.794,0.08730159,1.078,3.515873,1.047,4.301587,1.246,3.1666667,0,0,2
reggae,0.736,2.2936509,0.881,2.3412697,1.136,3.142857,0.627,1.2698413,0.694,3.9603174,0.73,3.8650794,0.776,3.6349206,0.901,1,0.547,2.7380953,0.734,0.14285715,1.038,3.547619,1.012,4.6031747,1.227,3.3968253,0,0,2
reggae,0.746,2.1269841,0.927,2.515873,1.119,3.2063491,0.735,1.4365079,0.698,3.9444444,0.708,4.2936506,0.756,3.7063491,0.968,1.0476191,0.535,2.8253968,0.812,0.015873017,1.1,3.8968253,1.035,4.4126983,1.274,3.420635,0,0,2
reggae,0.678,2.2301588,0.78,2.0396826,1.065,2.8650794,0.599,0.97619045,0.693,4.0238094,0.718,4.111111,0.683,2.0317461,0.845,0.9285714,0.435,1.6428572,0.627,0.071428575,1.123,3.420635,1.023,4.428571,1.137,3.7460318,0,0,2
reggae,0.737,2.0714285,0.859,2.2460318,1.127,2.9761906,0.654,1.2539682,0.698,4.031746,0.736,3.9047618,0.691,3.0079365,0.938,0.99206346,0.528,2.2936509,0.773,0.015873017,1.167,4.1031747,1.035,4.111111,1.206,3.5555556,0,0,2
reggae,0.662,1.968254,0.759,1.9920635,1.012,2.7777777,0.571,1.0238096,0.678,3.8015873,0.696,4.1825395,0.673,2,0.803,1,0.418,1.2142857,0.602,0.13492064,1.1,3.4920635,1.011,4.4920635,1.139,3.7222223,0,0,2
reggae,0.453,1.8253968,0.602,1.3412699,0.886,2.1825397,0.414,0.46825397,0.675,4.1349206,0.684,4.1666665,0.563,1.468254,0.611,0.74603176,0.247,0.86507934,0.349,0.007936508,1.013,4,1.003,4.5238094,1.039,4.1507936,0,0,2
reggae,0.534,2.1507936,0.722,1.7539682,0.996,2.6587303,0.503,0.74603176,0.686,3.936508,0.704,4.047619,0.587,1.9285715,0.715,0.65873015,0.361,1.1825397,0.531,0.015873017,1.036,3.7936509,0.975,4.7619047,1.099,4.111111,0,0,2
reggae,0.74,2.1111112,0.887,2.4126985,1.13,3.1031747,0.656,1.4126984,0.693,4,0.7,4.0793653,0.788,3.6904762,0.952,1.1190476,0.583,3.0873015,0.783,0.12698413,1.092,3.6587303,1.04,4.214286,1.247,3.3333333,0,0,2
reggae,0.682,2.1746032,0.802,2.015873,1.058,2.8650794,0.584,0.93650794,0.695,4.0555553,0.714,3.9603174,0.679,2.7301588,0.834,0.86507934,0.432,1.5714285,0.647,0.0952381,1.07,3.642857,1.004,4.6190476,1.168,3.6904762,0,0,2
reggae,0.45,2.142857,0.673,1.3492063,0.949,2.2857144,0.46,0.56349206,0.69,3.8650794,0.715,3.952381,0.571,1.6190476,0.666,0.8015873,0.291,0.8015873,0.434,0.03968254,1.016,3.984127,0.982,4.7460318,1.065,4.2380953,0,0,2
reggae,0.545,2.2539682,0.685,1.7142857,0.941,2.6269841,0.462,0.71428573,0.672,3.8333333,0.716,3.8174603,0.605,1.8650794,0.687,0.7222222,0.363,1.2222222,0.503,0.03968254,0.987,3.7380953,1.014,4.4126983,1.103,3.984127,0,0,2
reggae,0.593,1.8888888,0.775,1.7380953,1.131,2.5873015,0.544,0.76984125,0.669,4.2936506,0.741,3.7142856,0.667,2.952381,0.823,0.8888889,0.404,1.468254,0.623,0.031746034,1.069,3.9761906,1.008,4.388889,1.139,3.8650794,0,0,2
reggae,0.745,2.142857,0.874,2.3888888,1.125,3.1825397,0.657,1.6190476,0.685,4.0873017,0.75,3.8174603,0.823,3.6507936,0.947,1.1587301,0.589,3.7380953,0.78,0.071428575,1.073,3.4761906,1.045,4.452381,1.247,3.2142856,0,0,2
reggae,0.723,2.2936509,0.917,2.6507936,1.121,3.5,0.687,1.5793651,0.7,4.2539682,0.725,4.0793653,0.847,3.6746032,0.987,1.1666666,0.625,3.5,0.836,0.04761905,1.067,3.5238094,1.059,4.468254,1.273,3.0873015,0,0,2
reggae,0.511,2.047619,0.715,1.5238096,0.944,2.436508,0.458,0.64285713,0.703,3.952381,0.741,3.9603174,0.592,1.7857143,0.707,0.75396824,0.339,0.96825397,0.486,0.04761905,1.04,3.7857144,0.992,4.7619047,1.098,4.15873,0,0,2
reggae,0.706,2.2222223,0.879,2.0396826,1.151,2.8888888,0.65,1.1111112,0.689,4.0634923,0.727,3.9444444,0.666,2.4920635,0.891,0.9126984,0.473,1.8968254,0.732,0.03968254,1.137,3.8650794,1.004,4.7539682,1.183,3.7777777,0,0,2
reggae,0.441,1.9206349,0.667,1.3809524,0.935,2.2460318,0.424,0.5714286,0.692,3.9920635,0.716,4.2539682,0.577,1.5714285,0.665,0.78571427,0.314,0.78571427,0.463,0.031746034,1.021,3.7619047,0.983,4.7619047,1.071,4.2619047,0,0,2
reggae,0.701,2.2222223,0.773,2.015873,1.031,2.9444444,0.585,0.96825397,0.682,4.3809524,0.737,4.031746,0.672,2.6507936,0.85,0.96031743,0.419,1.5714285,0.622,0.14285715,1.104,3.8253968,1.012,4.571429,1.15,3.6666667,0,0,2
reggae,0.502,2.1984127,0.739,1.6507937,1.016,2.563492,0.491,0.6111111,0.69,3.984127,0.712,3.952381,0.615,1.968254,0.71,0.5952381,0.363,1.031746,0.489,0.06349207,1.026,3.3333333,0.969,4.6904764,1.091,4.15873,0,0,2
reggae,0.588,2.2063491,0.751,1.7142857,1.037,2.6111112,0.526,0.7380952,0.687,3.8730159,0.719,4.142857,0.607,1.8650794,0.764,0.8888889,0.381,1.3174603,0.56,0.015873017,1.072,4.1349206,1.002,4.595238,1.115,3.936508,0,0,2
reggae,0.501,2.1111112,0.715,1.5555556,0.975,2.4603174,0.458,0.6269841,0.682,3.8809524,0.706,3.8253968,0.592,1.8650794,0.674,0.8888889,0.353,1.0158731,0.477,0.031746034,1.007,3.8809524,0.988,4.7619047,1.112,4.0793653,0,0,2
reggae,0.465,2.079365,0.682,1.3412699,1.019,2.2698412,0.481,0.61904764,0.677,3.9682539,0.717,3.9444444,0.58,1.5396825,0.729,0.8492063,0.331,0.76984125,0.465,0.071428575,1.12,4.015873,0.993,4.6825395,1.056,4.2619047,0,0,2
reggae,0.585,2.1190476,0.761,1.7380953,1.038,2.5555556,0.567,0.84126985,0.686,4.031746,0.685,3.9444444,0.589,2,0.784,0.6904762,0.39,1.3015873,0.586,0.031746034,1.114,3.857143,0.993,4.642857,1.12,4.047619,0,0,2
reggae,0.59,2.1666667,0.719,1.7380953,1.045,2.6190476,0.524,0.8174603,0.675,4.198413,0.715,4.1507936,0.629,1.8650794,0.747,0.8174603,0.392,1.2222222,0.536,0.06349207,1.054,3.7222223,0.998,4.7619047,1.096,3.9126985,0,0,2
reggae,0.447,1.968254,0.606,1.4444444,0.861,2.2619047,0.375,0.52380955,0.683,3.952381,0.744,3.8730159,0.559,1.5,0.609,0.6269841,0.298,0.95238096,0.406,0.015873017,0.996,3.8333333,1.005,4.3174605,1.056,4.0873017,0,0,2
reggae,0.754,2.1031747,0.912,2.6984127,1.134,3.484127,0.683,1.531746,0.695,3.9761906,0.719,4.047619,0.86,3.484127,0.978,1.1507937,0.624,3.5238094,0.82,0.11111111,1.014,3.436508,1.028,4.428571,1.262,2.9920635,0,0,2
reggae,0.677,2.2142856,0.858,1.9444444,1.152,2.7777777,0.653,1.0476191,0.681,3.936508,0.72,4.0238094,0.639,2.1984127,0.911,1.1111112,0.489,1.7380953,0.754,0.031746034,1.192,4.2539682,1,4.6666665,1.157,3.7698412,0,0,2
reggae,0.64,2.2063491,0.763,1.8253968,1.06,2.7301588,0.576,0.8888889,0.67,4.3174605,0.703,4.047619,0.635,1.9920635,0.808,0.96031743,0.391,1.3888888,0.589,0.06349207,1.095,3.7777777,1.001,4.6666665,1.136,3.8253968,0,0,2
reggae,0.75,2.1984127,0.909,2.4682539,1.104,3.2857144,0.711,1.4523809,0.705,4.0555553,0.705,4.1031747,0.761,3.5555556,0.998,1.1904762,0.564,3.0952382,0.814,0.015873017,1.144,4.1190476,1.035,4.595238,1.266,3.2936509,0,0,2
reggae,0.578,2.047619,0.707,1.8492063,0.939,2.7460318,0.483,0.78571427,0.691,3.8730159,0.736,3.857143,0.588,1.9761904,0.71,0.84126985,0.368,1.4206349,0.537,0,1.014,4.174603,1.002,4.6666665,1.131,3.9047618,0,0,2
reggae,0.654,2.015873,0.762,2.1190476,1.04,2.9603174,0.548,0.984127,0.684,4.2619047,0.707,4.047619,0.661,2.142857,0.815,0.82539684,0.411,1.7698413,0.611,0.031746034,1.059,3.5873015,1.017,4.373016,1.15,3.642857,0,0,2
reggae,0.576,2.1507936,0.745,1.7539682,1.004,2.5952382,0.508,0.76984125,0.691,3.9444444,0.74,3.984127,0.622,1.9365079,0.74,0.85714287,0.38,1.2698413,0.538,0.03968254,1.071,3.7301588,1.002,4.6825395,1.123,3.920635,0,0,2
reggae,0.686,2.2619047,0.84,2.015873,1.098,2.8650794,0.589,1.0158731,0.692,4.1825395,0.722,3.9444444,0.694,2.4603174,0.849,1.0238096,0.454,1.6666666,0.678,0.08730159,1.098,3.6190476,0.999,4.674603,1.177,3.6507936,0,0,2
reggae,0.667,2.1984127,0.785,2.1111112,1.046,2.9285715,0.62,1.0396825,0.68,4.0079365,0.702,4.015873,0.633,2.1984127,0.857,1.0238096,0.435,1.6428572,0.643,0.0952381,1.143,3.984127,1.008,4.5238094,1.16,3.8015873,0,0,2
reggae,0.752,2.1111112,0.808,2.1349206,1.084,2.9682539,0.627,1.1428572,0.695,3.8412697,0.698,4.0793653,0.747,2.6666667,0.881,1.0793651,0.483,1.7222222,0.7,0.17460318,1.091,3.4047618,1.035,4.3174605,1.161,3.484127,0,0,2
reggae,0.716,2.3412697,0.883,2.6825397,1.119,3.4761906,0.671,1.5952381,0.704,4.095238,0.751,3.9047618,0.813,3.7936509,0.969,0.93650794,0.612,3.6984127,0.793,0.055555556,1.065,3.7619047,1.067,4.095238,1.265,2.9682539,0,0,2
reggae,0.475,1.8174603,0.657,1.4444444,0.916,2.3095238,0.423,0.63492066,0.669,4.111111,0.68,4.174603,0.591,1.7301587,0.646,0.8095238,0.334,0.78571427,0.438,0.071428575,1.013,3.6666667,0.99,4.7619047,1.076,4.0555553,0,0,2
reggae,0.757,2.0238094,0.896,2.4285715,1.119,3.1984127,0.661,1.4603175,0.695,4.2222223,0.721,4.0396824,0.797,3.4444444,0.968,1.2698413,0.578,3.1825397,0.791,0.071428575,1.111,3.857143,1.055,3.9285715,1.262,3.1984127,0,0,2
reggae,0.461,2.2619047,0.814,1.4920635,1.259,2.3492064,0.476,0.6031746,0.681,3.8888888,0.713,4.0396824,0.637,2.2698412,0.729,0.71428573,0.391,0.8095238,0.548,0.015873017,1.024,3.3174603,0.975,4.7619047,1.079,4.269841,0,0,2
reggae,0.656,2.2380953,0.891,1.9603175,1.162,2.8809524,0.58,0.96031743,0.689,4.071429,0.705,4.1825395,0.733,3.3333333,0.807,0.8888889,0.472,1.8015873,0.647,0.17460318,1.004,3.2619047,0.958,4.7380953,1.165,3.7936509,0,0,2
reggae,0.505,2.2142856,0.739,1.6349206,1.027,2.6746032,0.463,0.61904764,0.659,4.071429,0.703,4.0634923,0.603,1.9603175,0.705,0.5793651,0.381,1.0952381,0.505,0.023809524,1.011,3.5238094,0.983,4.6666665,1.105,4.071429,0,0,2
reggae,0.729,2.1825397,0.861,2.3809524,1.093,3.1666667,0.661,1.1349206,0.688,4.1825395,0.685,4.269841,0.704,2.8333333,0.933,0.96031743,0.508,2.0952382,0.764,0.11904762,1.152,3.7380953,1.006,4.5873017,1.218,3.6190476,0,0,2
reggae,0.608,2.3650794,0.764,1.8809524,1.041,2.7460318,0.542,0.7936508,0.676,4.1825395,0.715,3.984127,0.598,2.0714285,0.788,0.75396824,0.397,1.3333334,0.584,0,1.07,4.0079365,0.991,4.6825395,1.131,3.9047618,0,0,2
reggae,0.739,2.1666667,0.797,2.1507936,1.08,2.952381,0.651,1.1904762,0.669,3.9603174,0.702,4.071429,0.711,2.9444444,0.92,0.95238096,0.47,1.8968254,0.707,0.12698413,1.138,3.7380953,1.041,4.111111,1.154,3.452381,0,0,2
reggae,0.443,2.0079365,0.71,1.3412699,1.022,2.2380953,0.444,0.56349206,0.672,4.373016,0.695,4.1904764,0.598,1.8174603,0.676,0.84126985,0.331,0.8174603,0.462,0.031746034,1.017,3.8095238,0.988,4.6904764,1.06,4.2460318,0,0,2
reggae,0.539,2.0079365,0.709,1.6111112,0.974,2.3968253,0.483,0.7063492,0.683,4.0555553,0.683,4.1349206,0.603,1.7222222,0.722,0.7380952,0.363,1.0873016,0.526,0.071428575,1.085,3.7460318,1.009,4.5873017,1.112,4.0793653,0,0,2
reggae,0.607,2.1111112,0.784,1.8492063,1.096,2.6904762,0.562,0.88095236,0.681,3.936508,0.705,4.1031747,0.645,2.5873015,0.8,0.8174603,0.392,1.4285715,0.559,0.015873017,1.051,3.9761906,1.005,4.595238,1.133,3.8888888,0,0,2
reggae,0.445,2.2460318,0.7,1.4603175,0.971,2.3968253,0.43,0.53968257,0.665,4.1825395,0.722,3.9126985,0.59,1.8888888,0.652,0.5873016,0.318,0.86507934,0.453,0.03968254,0.977,3.4920635,0.987,4.7619047,1.07,4.2380953,0,0,2
reggae,0.56,2.2857144,0.761,1.7539682,1.05,2.6904762,0.491,0.7380952,0.69,3.952381,0.706,4.015873,0.642,2.2539682,0.729,0.84126985,0.382,1.3809524,0.525,0.023809524,1.022,3.6507936,0.992,4.6666665,1.115,3.984127,0,0,2
reggae,0.484,2.063492,0.717,1.4603175,1.053,2.2698412,0.486,0.61904764,0.68,4,0.713,3.9126985,0.584,1.7142857,0.739,0.75396824,0.36,0.9126984,0.508,0.04761905,1.081,3.9603174,0.993,4.7460318,1.079,4.1666665,0,0,2
reggae,0.404,2.1111112,0.638,1.2698413,0.926,2.1746032,0.378,0.41269842,0.677,4.031746,0.704,3.9285715,0.565,1.5,0.606,0.74603176,0.263,0.6825397,0.379,0.007936508,0.974,3.8809524,0.983,4.7460318,1.051,4.285714,0,0,2
reggae,0.431,2.1031747,0.687,1.4047619,0.945,2.3333333,0.474,0.5873016,0.689,4.0793653,0.71,4.1031747,0.559,1.7698413,0.673,0.5555556,0.322,0.7777778,0.444,0.03968254,1.031,3.7619047,0.987,4.7619047,1.077,4.301587,0,0,2
reggae,0.735,2.1825397,0.87,2.5238094,1.104,3.2777777,0.687,1.2936507,0.7,3.920635,0.731,3.7936509,0.781,3.2936509,0.951,1.0555556,0.518,2.3730159,0.755,0.08730159,1.104,3.4047618,1.021,4.5793653,1.226,3.3333333,0,0,2
reggae,0.401,2.0714285,0.67,1.3174603,0.946,2.2777777,0.416,0.44444445,0.674,4.34127,0.672,4.1666665,0.575,1.6825397,0.638,0.75396824,0.306,0.67460316,0.403,0.03968254,0.995,3.7539682,0.977,4.714286,1.051,4.2539682,0,0,2
reggae,0.684,2.3412697,0.818,2.1269841,1.115,2.952381,0.599,0.96825397,0.698,4.0555553,0.741,3.9285715,0.681,2.6031747,0.86,0.88095236,0.451,1.6507937,0.667,0.11904762,1.112,3.7063491,1,4.595238,1.166,3.6904762,0,0,2
reggae,0.608,2.4126985,0.903,1.8333334,1.171,2.7460318,0.598,0.9047619,0.676,3.9285715,0.711,4,0.639,2.6111112,0.848,0.86507934,0.446,1.3730159,0.676,0.04761905,1.099,4.015873,0.987,4.7619047,1.206,3.8730159,0,0,2
reggae,0.401,1.7936507,0.588,1.2936507,0.855,2.1666667,0.343,0.42857143,0.676,4.15873,0.717,3.936508,0.553,1.3968254,0.58,0.6825397,0.271,0.6984127,0.357,0.015873017,0.977,3.8412697,0.994,4.6904764,1.031,4.2380953,0,0,2
reggae,0.553,2.1349206,0.764,1.5873016,1.03,2.515873,0.546,0.7936508,0.678,4.047619,0.72,3.9047618,0.597,1.8174603,0.761,0.85714287,0.372,1.1428572,0.564,0.03968254,1.094,3.9682539,0.991,4.7619047,1.114,4.111111,0,0,2
